index,offset_hex,offset_dec,length,code_refs,text
2416,0x000FCD38,1035576,64,0,「見て。交差点だ。あの人達に見てもらおう。美雨が女になる瞬間を」
2417,0x000FCD84,1035652,5,0,美雨
2418,0x000FCD8C,1035660,32,0,「や…だよう…こんな所でなんて」
2419,0x000FCDB0,1035696,32,0,「や…だよう…こんな所でなんて」
2420,0x000FCDD4,1035732,81,0,"　体中に熱が回って抵抗できない。美雨のアソコは完全にぱっくり開いてしまっている。"
2421,0x000FCE28,1035816,81,0,"　体中に熱が回って抵抗できない。美雨のアソコは完全にぱっくり開いてしまっている。"
2422,0x000FCE7C,1035900,7,0,主人公
2423,0x000FCE84,1035908,36,0,「運転手さん。例のやつお願いします」
2424,0x000FCEAC,1035948,36,0,「運転手さん。例のやつお願いします」
2425,0x000FCED4,1035988,7,0,運転手
2426,0x000FCEDC,1035996,24,0,「え！？ここでですか？」
2427,0x000FCEF8,1036024,24,0,「え！？ここでですか？」
2428,0x000FCF1C,1036060,5,0,美雨
2429,0x000FCF24,1036068,20,0,「なあに？なあに？」
2430,0x000FCF3C,1036092,20,0,「なあに？なあに？」
2431,0x000FCF54,1036116,7,0,主人公
2432,0x000FCF5C,1036124,16,0,「お願いします」
2433,0x000FCF70,1036144,16,0,「お願いします」
2434,0x000FCF84,1036164,7,0,運転手
2435,0x000FCF8C,1036172,16,0,「分かりました」
2436,0x000FCFA0,1036192,16,0,「分かりました」
2437,0x000FCFB4,1036212,30,0,　小さく「カシャ」と音がした。
2438,0x000FCFD4,1036244,30,0,　小さく「カシャ」と音がした。
2439,0x000FCFF4,1036276,38,0,　美雨は何が起こったか気付いていない。
2440,0x000FD01C,1036316,38,0,　美雨は何が起こったか気付いていない。
2441,0x000FD044,1036356,7,0,主人公
2442,0x000FD04C,1036364,18,0,「外を見てごらん」
2443,0x000FD060,1036384,18,0,「外を見てごらん」
2444,0x000FD07C,1036412,5,0,美雨
2445,0x000FD084,1036420,8,0,「……」
2446,0x000FD090,1036432,8,0,「……」
2447,0x000FD09C,1036444,34,0,　交差点の流れが明らかに変わった。
2448,0x000FD0C0,1036480,34,0,　交差点の流れが明らかに変わった。
2449,0x000FD0E4,1036516,75,0,"　僕達の愛の営みは魔法の解かれたマジックミラーで外から丸見えとなっていた。"
2450,0x000FD130,1036592,75,0,"　僕達の愛の営みは魔法の解かれたマジックミラーで外から丸見えとなっていた。"
2451,0x000FD184,1036676,5,0,美雨
2452,0x000FD18C,1036684,22,0,「え！？そ…そんなぁ」
2453,0x000FD1A4,1036708,22,0,「え！？そ…そんなぁ」
2454,0x000FD1BC,1036732,7,0,主人公
2455,0x000FD1C4,1036740,10,0,「いくよ」
2456,0x000FD1D0,1036752,10,0,「いくよ」
2457,0x000FD1EC,1036780,5,0,美雨
2458,0x000FD1F4,1036788,10,0,「んあ！」
2459,0x000FD200,1036800,10,0,「んあ！」
2460,0x000FD214,1036820,113,0,"　僕は一気に美雨の中に突っ込んだ。十分に濡れていたので殆ど抵抗はなかった。チュルンと美雨の処女は破られたわけだ。"
2461,0x000FD288,1036936,113,0,"　僕は一気に美雨の中に突っ込んだ。十分に濡れていたので殆ど抵抗はなかった。チュルンと美雨の処女は破られたわけだ。"
2462,0x000FD304,1037060,5,0,美雨
2463,0x000FD30C,1037068,36,0,「いだ！いだだいだいぃ！抜いてよう」
2464,0x000FD334,1037108,36,0,「いだ！いだだいだいぃ！抜いてよう」
2465,0x000FD35C,1037148,7,0,主人公
2466,0x000FD364,1037156,62,0,「あぁ…見てごらん？美雨。みんな目を丸くして僕達を見ているよ」
2467,0x000FD3A4,1037220,62,0,「あぁ…見てごらん？美雨。みんな目を丸くして僕達を見ているよ」
2468,0x000FD3EC,1037292,5,0,美雨
2469,0x000FD3F4,1037300,26,0,「ううわあ～！やだよう！」
2470,0x000FD410,1037328,26,0,「ううわあ～！やだよう！」
2471,0x000FD42C,1037356,7,0,主人公
2472,0x000FD434,1037364,48,0,「ま○こぬるぬるだ。もう離さないよ美雨。大好き」
2473,0x000FD468,1037416,48,0,「ま○こぬるぬるだ。もう離さないよ美雨。大好き」
2474,0x000FD4A4,1037476,5,0,美雨
2475,0x000FD4AC,1037484,22,0,「あ！ああ！ああんむ」
2476,0x000FD4C4,1037508,22,0,「あ！ああ！ああんむ」
2477,0x000FD4DC,1037532,111,0,"　美雨の犯される様は衆目に晒された。僕は美雨が恥ずかしがって顔を隠すのを止めさせて、みんなに美雨の顔を見せた。"
2478,0x000FD54C,1037644,111,0,"　美雨の犯される様は衆目に晒された。僕は美雨が恥ずかしがって顔を隠すのを止めさせて、みんなに美雨の顔を見せた。"
2479,0x000FD5BC,1037756,91,0,"　交差点を横断するカップル、子供、老人、ありとあらゆる人が美雨のセックスを目に焼き付けた。"
2480,0x000FD618,1037848,91,0,"　交差点を横断するカップル、子供、老人、ありとあらゆる人が美雨のセックスを目に焼き付けた。"
2481,0x000FD674,1037940,7,0,主人公
2482,0x000FD67C,1037948,48,0,「記念になるね、美雨。お兄ちゃんはすごく嬉しい」
2483,0x000FD6B0,1038000,48,0,「記念になるね、美雨。お兄ちゃんはすごく嬉しい」
2484,0x000FD6EC,1038060,5,0,美雨
2485,0x000FD6F4,1038068,30,0,「はにゃう～あっ…あ…あむう」
2486,0x000FD714,1038100,30,0,「はにゃう～あっ…あ…あむう」
2487,0x000FD734,1038132,7,0,主人公
2488,0x000FD73C,1038140,48,0,「感じてるんだね。中でぴくぴく締め付けてくるよ」
2489,0x000FD770,1038192,48,0,「感じてるんだね。中でぴくぴく締め付けてくるよ」
2490,0x000FD7AC,1038252,5,0,美雨
2491,0x000FD7B4,1038260,48,0,「美雨、もう駄目なの…おかしいの…初めてなのに」
2492,0x000FD7E8,1038312,48,0,「美雨、もう駄目なの…おかしいの…初めてなのに」
2493,0x000FD81C,1038364,7,0,主人公
2494,0x000FD824,1038372,22,0,「あぁ…すごいよ美雨」
2495,0x000FD83C,1038396,22,0,「あぁ…すごいよ美雨」
2496,0x000FD854,1038420,28,0,　美雨は自ら腰を振り始めた。
2497,0x000FD874,1038452,28,0,　美雨は自ら腰を振り始めた。
2498,0x000FD89C,1038492,5,0,美雨
2499,0x000FD8A4,1038500,38,0,「初めてなのに…美雨、変な子だよぉ！」
2500,0x000FD8CC,1038540,38,0,「初めてなのに…美雨、変な子だよぉ！」
2501,0x000FD8F4,1038580,7,0,主人公
2502,0x000FD8FC,1038588,68,0,「愛おしいよ。おっぱいもアソコも汗びっしょりで感じまくってるんだね」
2503,0x000FD944,1038660,68,0,「愛おしいよ。おっぱいもアソコも汗びっしょりで感じまくってるんだね」
2504,0x000FD994,1038740,5,0,美雨
2505,0x000FD99C,1038748,30,0,「はぁ！エッチってすごいよう」
2506,0x000FD9BC,1038780,30,0,「はぁ！エッチってすごいよう」
2507,0x000FD9DC,1038812,7,0,主人公
2508,0x000FD9E4,1038820,22,0,「あぁ！美雨！美雨！」
2509,0x000FD9FC,1038844,22,0,「あぁ！美雨！美雨！」
2510,0x000FDA1C,1038876,5,0,美雨
2511,0x000FDA24,1038884,16,0,「きゃううん！」
2512,0x000FDA38,1038904,16,0,「きゃううん！」
2513,0x000FDA4C,1038924,66,0,　美雨の腰が激しさを増す。処女の腰つきにこんなにも責められるとは。
2514,0x000FDA90,1038992,66,0,　美雨の腰が激しさを増す。処女の腰つきにこんなにも責められるとは。
2515,0x000FDAD4,1039060,48,0,　群衆からも美雨の獣のような動きに歓声が起こる。
2516,0x000FDB08,1039112,48,0,　群衆からも美雨の獣のような動きに歓声が起こる。
2517,0x000FDB3C,1039164,7,0,主人公
2518,0x000FDB44,1039172,30,0,「あ…美雨、駄目…あううう！」
2519,0x000FDB64,1039204,30,0,「あ…美雨、駄目…あううう！」
2520,0x000FDB94,1039252,34,0,　ドクー！！トクットクットク………
2521,0x000FDBB8,1039288,34,0,　ドクー！！トクットクットク………
2522,0x000FDBE4,1039332,5,0,美雨
2523,0x000FDBEC,1039340,32,0,「ああ！す…ごい…出てるよう…」
2524,0x000FDC10,1039376,32,0,「ああ！す…ごい…出てるよう…」
2525,0x000FDC34,1039412,7,0,主人公
2526,0x000FDC3C,1039420,30,0,「はぁ…はぁ…イッちゃった…」
2527,0x000FDC5C,1039452,30,0,「はぁ…はぁ…イッちゃった…」
2528,0x000FDC84,1039492,5,0,美雨
2529,0x000FDC8C,1039500,16,0,「はぁ…はぁ…」
2530,0x000FDCA0,1039520,16,0,「はぁ…はぁ…」
2531,0x000FDCB4,1039540,79,0,"　僕がイッタ後も美雨は腰を動かすのを止めない。獲物に絡み付く蛇のような動きだ。"
2532,0x000FDD04,1039620,79,0,"　僕がイッタ後も美雨は腰を動かすのを止めない。獲物に絡み付く蛇のような動きだ。"
2533,0x000FDD54,1039700,7,0,主人公
2534,0x000FDD5C,1039708,46,0,「あぁ…駄目だよ美雨、俺もうイッちゃったのに」
2535,0x000FDD8C,1039756,46,0,「あぁ…駄目だよ美雨、俺もうイッちゃったのに」
2536,0x000FDDBC,1039804,83,0,"　僕は腰砕けになって美雨にもたれかかる。美雨は僕の体重を受け止めてカクカクと動く。"
2537,0x000FDE10,1039888,83,0,"　僕は腰砕けになって美雨にもたれかかる。美雨は僕の体重を受け止めてカクカクと動く。"
2538,0x000FDE64,1039972,58,0,　車は屋台セックス劇場となって、人の波を突き破っていった。
2539,0x000FDEA0,1040032,58,0,　車は屋台セックス劇場となって、人の波を突き破っていった。
2540,0x000FDEE4,1040100,87,0,"　完全なマゾとして僕の愛を受け続けた美雨は、美しいまでに清らかな変態へと変貌を遂げた。"
2541,0x000FDF3C,1040188,87,0,"　完全なマゾとして僕の愛を受け続けた美雨は、美しいまでに清らかな変態へと変貌を遂げた。"
2542,0x000FDF94,1040276,115,0,"　ある時は高速道路で車を止めてファック、またある時は初詣の人混みに紛れて合体。スカトロ、肉体改造以外は全てやった。"
2543,0x000FE008,1040392,115,0,"　ある時は高速道路で車を止めてファック、またある時は初詣の人混みに紛れて合体。スカトロ、肉体改造以外は全てやった。"
2544,0x000FE07C,1040508,79,0,"　そして最後に残されたプレイ、それは全てを捧げたご主人様が居なくなる事だった。"
2545,0x000FE0CC,1040588,79,0,"　そして最後に残されたプレイ、それは全てを捧げたご主人様が居なくなる事だった。"
2546,0x000FE11C,1040668,34,0,　僕は何の前触れもなく家を空けた。
2547,0x000FE140,1040704,34,0,　僕は何の前触れもなく家を空けた。
2548,0x000FE174,1040756,111,0,"　数日後、美雨が通っていた学園で待ち伏せていると、友人の輪の中に紛れ込んで無理な表情で笑ういつもの美雨がいた。"
2549,0x000FE1E4,1040868,111,0,"　数日後、美雨が通っていた学園で待ち伏せていると、友人の輪の中に紛れ込んで無理な表情で笑ういつもの美雨がいた。"
2550,0x000FE25C,1040988,56,0,　僕達は目が合って、そしてお互い何事もなく別れていった。
2551,0x000FE298,1041048,56,0,　僕達は目が合って、そしてお互い何事もなく別れていった。
2552,0x000FE2D4,1041108,8,0,　ＥＮＤ
2553,0x000FE2E0,1041120,8,0,　ＥＮＤ
2554,0x000FE314,1041172,30,0,　僕は美雨に服を用意していた。
2555,0x000FE334,1041204,30,0,　僕は美雨に服を用意していた。
2556,0x000FE354,1041236,7,0,主人公
2557,0x000FE35C,1041244,18,0,「これに着替えて」
2558,0x000FE370,1041264,18,0,「これに着替えて」
2559,0x000FE394,1041300,5,0,美雨
2560,0x000FE39C,1041308,6,0,「？」
2561,0x000FE3A4,1041316,6,0,「？」
2562,0x000FE3AC,1041324,38,0,　用意したのは看護婦が着る白衣だった。
2563,0x000FE3D4,1041364,38,0,　用意したのは看護婦が着る白衣だった。
2564,0x000FE404,1041412,5,0,美雨
2565,0x000FE40C,1041420,26,0,「こんなの着て…？？？？」
2566,0x000FE428,1041448,26,0,「こんなの着て…？？？？」
2567,0x000FE478,1041528,24,0,　ビリビリビリビリビリ！
2568,0x000FE494,1041556,24,0,　ビリビリビリビリビリ！
2569,0x000FE4B0,1041584,71,0,　僕が愛しても愛し足りない美雨の白い肌が露わになる。それに群がる男共。
2570,0x000FE4F8,1041656,71,0,　僕が愛しても愛し足りない美雨の白い肌が露わになる。それに群がる男共。
2571,0x000FE548,1041736,5,0,美雨
2572,0x000FE550,1041744,38,0,「あ！痛い！おっぱい血出ちゃうよぉ！」
2573,0x000FE578,1041784,38,0,「あ！痛い！おっぱい血出ちゃうよぉ！」
2574,0x000FE5A0,1041824,5,0,若者
2575,0x000FE5A8,1041832,46,0,「ゴメンねえ～だって彼女にはできないからねえ」
2576,0x000FE5D8,1041880,46,0,「ゴメンねえ～だって彼女にはできないからねえ」
2577,0x000FE608,1041928,5,0,若者
2578,0x000FE610,1041936,34,0,「思いっきり乱暴にやってやろうよ」
2579,0x000FE634,1041972,34,0,「思いっきり乱暴にやってやろうよ」
2580,0x000FE658,1042008,5,0,一同
2581,0x000FE660,1042016,18,0,「いいねえー！！」
2582,0x000FE674,1042036,18,0,「いいねえー！！」
2583,0x000FE688,1042056,125,0,"　四人の男達が一斉に美雨の肢体にむしゃぶりつく。それは愛撫ではない。嘗めるのではなく噛む事で美雨の体に歯形が沢山できていく。"
2584,0x000FE708,1042184,125,0,"　四人の男達が一斉に美雨の肢体にむしゃぶりつく。それは愛撫ではない。嘗めるのではなく噛む事で美雨の体に歯形が沢山できていく。"
2585,0x000FE790,1042320,5,0,美雨
2586,0x000FE798,1042328,32,0,「うわぁ～！いだいいだいいぃ！」
2587,0x000FE7BC,1042364,32,0,「うわぁ～！いだいいだいいぃ！」
2588,0x000FE7E0,1042400,5,0,若者
2589,0x000FE7E8,1042408,40,0,「こいつ、ガキみたいにワンワン泣くなあ」
2590,0x000FE814,1042452,40,0,「こいつ、ガキみたいにワンワン泣くなあ」
2591,0x000FE840,1042496,5,0,若者
2592,0x000FE848,1042504,28,0,「でもそれが興奮じゃない？」
2593,0x000FE868,1042536,28,0,「でもそれが興奮じゃない？」
2594,0x000FE888,1042568,5,0,若者
2595,0x000FE890,1042576,18,0,「口塞いじゃえよ」
2596,0x000FE8A4,1042596,18,0,「口塞いじゃえよ」
2597,0x000FE8C0,1042624,115,0,"　一人がギンギンにそそり立ったモノを美雨の口に突っ込む。あまりに急に深く入れられた為、驚いた美雨は呼吸ができない。"
2598,0x000FE934,1042740,115,0,"　一人がギンギンにそそり立ったモノを美雨の口に突っ込む。あまりに急に深く入れられた為、驚いた美雨は呼吸ができない。"
2599,0x000FE9B0,1042864,5,0,美雨
2600,0x000FE9B8,1042872,20,0,「んん！んむうう～」
2601,0x000FE9D0,1042896,20,0,「んん！んむうう～」
2602,0x000FE9E8,1042920,5,0,若者
2603,0x000FE9F0,1042928,50,0,「あはは！こいつジタバタいってるよ。か～わいい～」
2604,0x000FEA24,1042980,50,0,「あはは！こいつジタバタいってるよ。か～わいい～」
2605,0x000FEA58,1043032,5,0,若者
2606,0x000FEA60,1043040,24,0,「早くま○こ見ちゃえよ」
2607,0x000FEA7C,1043068,24,0,「早くま○こ見ちゃえよ」
2608,0x000FEA98,1043096,7,0,主人公
2609,0x000FEAA0,1043104,16,0,「や…やめろお」
2610,0x000FEAB4,1043124,16,0,「や…やめろお」
2611,0x000FEAC8,1043144,38,0,　僕は自分でも驚く程大きな声を出した。
2612,0x000FEAF0,1043184,38,0,　僕は自分でも驚く程大きな声を出した。
2613,0x000FEB18,1043224,48,0,　若者達は美雨を襲うのを止め、僕に注意を注いだ。
2614,0x000FEB4C,1043276,48,0,　若者達は美雨を襲うのを止め、僕に注意を注いだ。
2615,0x000FEB80,1043328,5,0,若者
2616,0x000FEB88,1043336,16,0,「あ、いたんだ」
2617,0x000FEB9C,1043356,16,0,「あ、いたんだ」
2618,0x000FEBB0,1043376,5,0,若者
2619,0x000FEBB8,1043384,44,0,「ていうか…やめろって言いながらあんたさあ」
2620,0x000FEBE8,1043432,44,0,「ていうか…やめろって言いながらあんたさあ」
2621,0x000FEC18,1043480,20,0,　え？え？僕…僕は…
2622,0x000FEC30,1043504,20,0,　え？え？僕…僕は…
2623,0x000FEC48,1043528,5,0,若者
2624,0x000FEC50,1043536,28,0,「チ○ポしごいてんじゃん！」
2625,0x000FEC70,1043568,28,0,「チ○ポしごいてんじゃん！」
2626,0x000FEC90,1043600,5,0,若者
2627,0x000FEC98,1043608,68,0,「うわ！ほんとだ！こいつ自分の女やられてるとこ見てオナニーしてる！」
2628,0x000FECE0,1043680,68,0,「うわ！ほんとだ！こいつ自分の女やられてるとこ見てオナニーしてる！」
2629,0x000FED28,1043752,5,0,若者
2630,0x000FED30,1043760,14,0,「ひっでえ！」
2631,0x000FED40,1043776,14,0,「ひっでえ！」
2632,0x000FED50,1043792,5,0,若者
2633,0x000FED58,1043800,40,0,「僕達、こんな大人にはなりたくないよね」
2634,0x000FED84,1043844,40,0,「僕達、こんな大人にはなりたくないよね」
2635,0x000FEDB0,1043888,60,0,　彼等はオナニーしている僕を放置して再び美雨に戻っていった。
2636,0x000FEDF0,1043952,60,0,　彼等はオナニーしている僕を放置して再び美雨に戻っていった。
2637,0x000FEE30,1044016,5,0,若者
2638,0x000FEE38,1044024,50,0,「じゃあ見ちゃいますねえ。可愛い可愛いおま○ちょ」
2639,0x000FEE6C,1044076,50,0,「じゃあ見ちゃいますねえ。可愛い可愛いおま○ちょ」
2640,0x000FEEA8,1044136,5,0,美雨
2641,0x000FEEB0,1044144,36,0,「見ないで！いやだよう！助けてえ！」
2642,0x000FEED8,1044184,36,0,「見ないで！いやだよう！助けてえ！」
2643,0x000FEF00,1044224,5,0,若者
2644,0x000FEF08,1044232,58,0,「どうせ真っ黒でしょ？あの変態彼氏とヤリまくってんだって」
2645,0x000FEF44,1044292,58,0,「どうせ真っ黒でしょ？あの変態彼氏とヤリまくってんだって」
2646,0x000FEF80,1044352,5,0,若者
2647,0x000FEF88,1044360,32,0,「なあ！昔だったら絶対処女だよ」
2648,0x000FEFAC,1044396,32,0,「なあ！昔だったら絶対処女だよ」
2649,0x000FEFD0,1044432,5,0,若者
2650,0x000FEFD8,1044440,36,0,「昔っていつだよ。おめえいくつだよ」
2651,0x000FF000,1044480,36,0,「昔っていつだよ。おめえいくつだよ」
2652,0x000FF028,1044520,5,0,若者
2653,0x000FF030,1044528,20,0,「まあまあ。では…」
2654,0x000FF048,1044552,20,0,「まあまあ。では…」
2655,0x000FF060,1044576,73,0,"　一気に股間部分の布を破ると可愛らしくもいやらしいおま○こが全開になる。"
2656,0x000FF0AC,1044652,73,0,"　一気に股間部分の布を破ると可愛らしくもいやらしいおま○こが全開になる。"
2657,0x000FF0F8,1044728,5,0,若者
2658,0x000FF100,1044736,22,0,「うおお！毛がない！」
2659,0x000FF118,1044760,22,0,「うおお！毛がない！」
2660,0x000FF130,1044784,5,0,若者
2661,0x000FF138,1044792,28,0,「やばいんじゃないのお！？」
2662,0x000FF158,1044824,28,0,「やばいんじゃないのお！？」
2663,0x000FF178,1044856,5,0,若者
2664,0x000FF180,1044864,12,0,「処女！？」
2665,0x000FF190,1044880,12,0,「処女！？」
2666,0x000FF1A8,1044904,5,0,美雨
2667,0x000FF1B0,1044912,14,0,「みいい～ん」
2668,0x000FF1C0,1044928,14,0,「みいい～ん」
2669,0x000FF1D0,1044944,40,0,　ピンク色のおま○こに全員が色めき立つ。
2670,0x000FF1FC,1044988,40,0,　ピンク色のおま○こに全員が色めき立つ。
2671,0x000FF228,1045032,62,0,　四人は美雨を羽交い締めにしてゆっくりま○こをいたぶり始めた。
2672,0x000FF268,1045096,62,0,　四人は美雨を羽交い締めにしてゆっくりま○こをいたぶり始めた。
2673,0x000FF2A8,1045160,5,0,若者
2674,0x000FF2B0,1045168,26,0,「気持ちいい？お嬢ちゃん」
2675,0x000FF2CC,1045196,26,0,「気持ちいい？お嬢ちゃん」
2676,0x000FF2F0,1045232,5,0,美雨
2677,0x000FF2F8,1045240,24,0,「ああ！ああぅ…うう！」
2678,0x000FF314,1045268,24,0,「ああ！ああぅ…うう！」
2679,0x000FF330,1045296,5,0,若者
2680,0x000FF338,1045304,32,0,「こんな綺麗なアソコ初めて見た」
2681,0x000FF35C,1045340,32,0,「こんな綺麗なアソコ初めて見た」
2682,0x000FF380,1045376,97,0,"　四人の手が美雨のアソコを集中攻撃する。それに対して犯されているにも関わらず体は反応してしまう。"
2683,0x000FF3E4,1045476,97,0,"　四人の手が美雨のアソコを集中攻撃する。それに対して犯されているにも関わらず体は反応してしまう。"
2684,0x000FF450,1045584,5,0,美雨
2685,0x000FF458,1045592,36,0,「は…はう…いや、みんなで触るよお」
2686,0x000FF480,1045632,36,0,「は…はう…いや、みんなで触るよお」
2687,0x000FF4A8,1045672,5,0,若者
2688,0x000FF4B0,1045680,24,0,「すっげえ、濡れてきた」
2689,0x000FF4CC,1045708,24,0,「すっげえ、濡れてきた」
2690,0x000FF4E8,1045736,5,0,若者
2691,0x000FF4F0,1045744,18,0,「やっぱスケベだ」
2692,0x000FF504,1045764,18,0,「やっぱスケベだ」
2693,0x000FF518,1045784,107,0,"　指が小さなクリ○リスをクリクリゴシゴシと刺激する。少年の指の振れが激しくなる度に大声を上げて感じる美雨。"
2694,0x000FF584,1045892,107,0,"　指が小さなクリ○リスをクリクリゴシゴシと刺激する。少年の指の振れが激しくなる度に大声を上げて感じる美雨。"
2695,0x000FF5F0,1046000,38,0,　僕は嫉妬でち○ち○が張り裂けそうだ。
2696,0x000FF618,1046040,38,0,　僕は嫉妬でち○ち○が張り裂けそうだ。
2697,0x000FF640,1046080,5,0,若者
2698,0x000FF648,1046088,22,0,「俺もう我慢できね～」
2699,0x000FF660,1046112,22,0,「俺もう我慢できね～」
2700,0x000FF678,1046136,5,0,若者
2701,0x000FF680,1046144,16,0,「入れちゃう？」
2702,0x000FF694,1046164,16,0,「入れちゃう？」
2703,0x000FF6A8,1046184,50,0,　男達は生のチ○ポを美雨の大事な所へ突っ込む気だ。
2704,0x000FF6DC,1046236,50,0,　男達は生のチ○ポを美雨の大事な所へ突っ込む気だ。
2705,0x000FF710,1046288,56,0,　止めろぉ…美雨は…美雨はまだ処女なんだぞぉ…はぁはぁ。
2706,0x000FF74C,1046348,56,0,　止めろぉ…美雨は…美雨はまだ処女なんだぞぉ…はぁはぁ。
2707,0x000FF788,1046408,154,0,"　しかし抵抗する術はない。一糸纏わぬ姿で股をこれでもかという角度に広げられ、あそこをジュプジュプに濡らしてしまった女の子に残された道は一つしかないのだ。"
2708,0x000FF824,1046564,154,0,"　しかし抵抗する術はない。一糸纏わぬ姿で股をこれでもかという角度に広げられ、あそこをジュプジュプに濡らしてしまった女の子に残された道は一つしかないのだ。"
2709,0x000FF8C0,1046720,71,0,　まだビラビラになりきっていない物に太くて固そうなオチ○チ○が振れた。
2710,0x000FF908,1046792,71,0,　まだビラビラになりきっていない物に太くて固そうなオチ○チ○が振れた。
2711,0x000FF958,1046872,5,0,美雨
2712,0x000FF960,1046880,30,0,「やだ…赤ちゃんできちゃう！」
2713,0x000FF980,1046912,30,0,「やだ…赤ちゃんできちゃう！」
2714,0x000FF9A0,1046944,5,0,若者
2715,0x000FF9A8,1046952,18,0,「行くぞこの野郎」
2716,0x000FF9BC,1046972,18,0,「行くぞこの野郎」
2717,0x000FF9E0,1047008,8,0,　ズボ！
2718,0x000FF9EC,1047020,8,0,　ズボ！
2719,0x000FFA00,1047040,5,0,美雨
2720,0x000FFA08,1047048,12,0,「うああ！」
2721,0x000FFA18,1047064,12,0,「うああ！」
2722,0x000FFA28,1047080,5,0,若者
2723,0x000FFA30,1047088,40,0,「うわぁ…何だこいつ、すっげえ締まる！」
2724,0x000FFA5C,1047132,40,0,「うわぁ…何だこいつ、すっげえ締まる！」
2725,0x000FFA88,1047176,5,0,若者
2726,0x000FFA90,1047184,26,0,「ヤリマ○じゃないのか？」
2727,0x000FFAAC,1047212,26,0,「ヤリマ○じゃないのか？」
2728,0x000FFAC8,1047240,5,0,若者
2729,0x000FFAD0,1047248,18,0,「すっげえいいよ」
2730,0x000FFAE4,1047268,18,0,「すっげえいいよ」
2731,0x000FFAF8,1047288,5,0,若者
2732,0x000FFB00,1047296,14,0,「早くイケよ」
2733,0x000FFB10,1047312,14,0,「早くイケよ」
2734,0x000FFB28,1047336,5,0,美雨
2735,0x000FFB30,1047344,28,0,「痛い！痛い痛い痛い痛い！」
2736,0x000FFB50,1047376,28,0,「痛い！痛い痛い痛い痛い！」
2737,0x000FFB70,1047408,5,0,若者
2738,0x000FFB78,1047416,16,0,「うるせえなぁ」
2739,0x000FFB8C,1047436,16,0,「うるせえなぁ」
2740,0x000FFBA0,1047456,139,0,"　若者達はセックスに夢中で美雨の膣から静かに流れ出した血に気付かないでいる。僕は涙を流し、オチ○チ○を固くし、妹が女になる瞬間を見届けた。"
2741,0x000FFC2C,1047596,139,0,"　若者達はセックスに夢中で美雨の膣から静かに流れ出した血に気付かないでいる。僕は涙を流し、オチ○チ○を固くし、妹が女になる瞬間を見届けた。"
2742,0x000FFCC0,1047744,5,0,美雨
2743,0x000FFCC8,1047752,36,0,「ああ！あう…痛い…もう止めてよお」
2744,0x000FFCF0,1047792,36,0,「ああ！あう…痛い…もう止めてよお」
2745,0x000FFD18,1047832,5,0,若者
2746,0x000FFD20,1047840,18,0,「うお～いきそう」
2747,0x000FFD34,1047860,18,0,「うお～いきそう」
2748,0x000FFD50,1047888,5,0,美雨
2749,0x000FFD58,1047896,14,0,「早く…早く」
2750,0x000FFD68,1047912,14,0,「早く…早く」
2751,0x000FFD78,1047928,5,0,若者
2752,0x000FFD80,1047936,36,0,「だ～めよん。あと三人居るからねえ」
2753,0x000FFDA8,1047976,36,0,「だ～めよん。あと三人居るからねえ」
2754,0x000FFDD0,1048016,5,0,若者
2755,0x000FFDD8,1048024,44,0,「俺さあ、ヨシに借金してんだ。呼んでいい？」
2756,0x000FFE08,1048072,44,0,「俺さあ、ヨシに借金してんだ。呼んでいい？」
2757,0x000FFE38,1048120,5,0,若者
2758,0x000FFE40,1048128,32,0,「マジ？あいつ性病持ってねえ？」
2759,0x000FFE64,1048164,32,0,「マジ？あいつ性病持ってねえ？」
2760,0x000FFE88,1048200,5,0,若者
2761,0x000FFE90,1048208,36,0,「いいじゃん。俺達終わった後だから」
2762,0x000FFEB8,1048248,36,0,「いいじゃん。俺達終わった後だから」
2763,0x000FFEE0,1048288,5,0,若者
2764,0x000FFEE8,1048296,30,0,「そうだね～。じゃあ…いっか」
2765,0x000FFF08,1048328,30,0,「そうだね～。じゃあ…いっか」
2766,0x000FFF28,1048360,48,0,　最初の一人がフィニッシュを迎えようとしていた。
2767,0x000FFF5C,1048412,48,0,　最初の一人がフィニッシュを迎えようとしていた。
2768,0x000FFF90,1048464,26,0,　パンパンパンパンパン！！
2769,0x000FFFAC,1048492,26,0,　パンパンパンパンパン！！
2770,0x000FFFC8,1048520,79,0,"　処女だと言う事を全く気遣われずに、美雨のおま○こは縦横無尽に荒らされまくる。"
2771,0x00100018,1048600,79,0,"　処女だと言う事を全く気遣われずに、美雨のおま○こは縦横無尽に荒らされまくる。"
2772,0x00100068,1048680,79,0,"　痛みも快感も訳が分からずにひたすら違う世界に逃げたがっているのかも知れない。"
2773,0x001000B8,1048760,79,0,"　痛みも快感も訳が分からずにひたすら違う世界に逃げたがっているのかも知れない。"
2774,0x00100108,1048840,5,0,若者
2775,0x00100110,1048848,20,0,「あう！イク…イク」
2776,0x00100128,1048872,20,0,「あう！イク…イク」
2777,0x00100148,1048904,5,0,美雨
2778,0x00100150,1048912,26,0,「やあ！外に出してよぉ！」
2779,0x0010016C,1048940,26,0,「やあ！外に出してよぉ！」
2780,0x00100190,1048976,16,0,　ドプドプドプー
2781,0x001001A4,1048996,16,0,　ドプドプドプー
2782,0x001001C8,1049032,5,0,美雨
